year,month,weather,cost
2017,december,good,60
2017,december,good,160
2017,january,good,60
2017,january,good,60
2017,january,bad,360
2017,january,bad,360
2017,february,bad,560
2017,february,bad,660
2017,february,good,60
2017,february,good,60
2017,march,good,160
2017,march,good,60
2017,march,bad,960
2017,march,bad,960
2017,april ,bad,6360
2017,april ,bad,6360
2017,april ,good,1960
2017,april ,good,960
2017,may,bad,2960
2017,may,bad,2760
2017,may,good,760
2017,may,good,860
2017,june ,bad,960
2017,june ,bad,1560
2017,june ,good,260
2017,june ,good,160
2017,july ,bad,760
2017,july ,bad,960
2017,july ,good,60
2017,july ,good,60
2017,august ,bad,2560
2017,august ,bad,2960
2017,august ,good,460
2017,august ,good,260
2017,september,good,160
2017,september,good,160
2017,september,bad,960
2017,september,bad,960
2017,october ,good,160
2017,october ,good,60
2017,october ,bad,760
2017,october ,bad,660
2017,november,bad,960
2017,november,bad,1560
2017,november,good,160
2017,november,good,60
2017,december,bad,560
2017,december,bad,760
2017,december,good,160
2017,december,good,60
2017,january,good,60
2017,february,bad,460
2017,march,good,360
2017,april ,bad,5560
2017,may,good,860
2017,june ,bad,960
2017,july ,good,160
2017,august ,bad,2160
2017,september,good,360
2017,october ,bad,360
2017,november,good,260
2017,december,bad,360
2017,january,good,60
2017,january,good,60
2017,january,good,60
2017,january,good,160
2017,january,good,160
2017,january,good,160
2017,february,good,160
2017,february,good,160
2017,february,good,160
2017,february,good,260
2017,february,good,260
2017,february,good,260
2017,march,good,360
2017,march,good,360
2017,march,good,360
2017,march,good,360
2017,march,good,460
2017,march,good,460
2017,april ,good,2960
2017,april ,good,3190
2017,april ,good,2960
2017,april ,good,3360
2017,april ,good,2760
2017,april ,good,2760
2017,may,good,960
2017,may,good,960
2017,may,good,960
2017,may,good,760
2017,may,good,860
2017,may,good,760
2017,june ,good,460
2017,june ,good,460
2017,june ,good,460
2017,june ,good,360
2017,june ,good,360
2017,june ,good,360
2017,july ,good,160
2017,july ,good,160
2017,july ,good,160
2017,july ,good,160
2017,july ,good,160
2017,july ,good,60
2017,august ,good,960
2017,august ,good,960
2017,august ,good,860
2017,august ,good,860
2017,august ,good,760
2017,august ,good,760
2017,september,good,360
2017,september,good,360
2017,september,good,360
2017,september,good,360
2017,september,good,260
2017,september,good,260
2017,october ,good,160
2017,october ,good,160
2017,october ,good,160
2017,october ,good,160
2017,october ,good,160
2017,october ,good,60
2017,november,good,360
2017,november,good,360
2017,november,good,360
2017,november,good,360
2017,november,good,260
2017,november,good,260
2017,december,good,160
2017,december,good,160
2017,december,good,160
2017,december,good,60
2017,december,good,60
2017,december,good,60
2017,january,bad,160
2017,january,bad,160
2017,january,bad,160
2017,january,bad,160
2017,january,bad,260
2017,january,bad,260
2017,february,bad,360
2017,february,bad,360
2017,february,bad,360
2017,february,bad,360
2017,february,bad,460
2017,february,bad,460
2017,march,bad,760
2017,march,bad,760
2017,march,bad,760
2017,march,bad,860
2017,march,bad,860
2017,march,bad,860
2017,april ,bad,6160
2017,april ,bad,5760
2017,april ,bad,6160
2017,april ,bad,6160
2017,april ,bad,6360
2017,april ,bad,6560
2017,may,bad,1960
2017,may,bad,1960
2017,may,bad,2160
2017,may,bad,2160
2017,may,bad,1760
2017,may,bad,1960
2017,june ,bad,960
2017,june ,bad,1160
2017,june ,bad,960
2017,june ,bad,1160
2017,june ,bad,1360
2017,june ,bad,1160
2017,july ,bad,360
2017,july ,bad,360
2017,july ,bad,460
2017,july ,bad,460
2017,july ,bad,360
2017,july ,bad,460
2017,august ,bad,1960
2017,august ,bad,1960
2017,august ,bad,2160
2017,august ,bad,1760
2017,august ,bad,2160
2017,august ,bad,1760
2017,september,bad,760
2017,september,bad,760
2017,september,bad,860
2017,september,bad,960
2017,september,bad,860
2017,september,bad,960
2017,october ,bad,360
2017,october ,bad,360
2017,october ,bad,360
2017,october ,bad,360
2017,october ,bad,360
2017,october ,bad,460
2017,november,bad,760
2017,november,bad,760
2017,november,bad,760
2017,november,bad,760
2017,november,bad,760
2017,november,bad,760
2017,december,bad,360
2017,december,bad,360
2017,december,bad,360
2017,december,bad,460
2017,december,bad,460
2017,december,bad,460
2017,january,good,60
2017,february,good,160
2017,march,good,360
2017,april ,good,2960
2017,may,good,960
2017,june ,good,460
2017,july ,good,160
2017,august ,good,960
2017,september,good,360
2017,october ,good,160
2017,november,good,360
2017,december,good,160
2017,january,bad,160
2017,february,bad,360
2017,march,bad,760
2017,april ,bad,5960
2017,may,bad,1960
2017,june ,bad,960
2017,july ,bad,360
2017,august ,bad,1960
2017,september,bad,760
2017,october ,bad,360
2017,november,bad,760
2017,december,bad,360
2017,january,good,160
2017,january,bad,260
2017,january,good,60
2017,february,good,60
2017,february,bad,360
2017,february,good,160
2017,february,bad,460
2017,january,bad,160
2017,march,good,260
2017,march,good,260
2017,march,bad,760
2017,march,bad,860
2017,april ,bad,6160
2017,april ,bad,6360
2017,april ,good,2760
2017,april ,good,2560
2017,may,bad,2160
2017,may,bad,2360
2017,may,good,760
2017,may,good,560
2017,june ,bad,960
2017,june ,bad,960
2017,june ,good,510
2017,june ,good,560
2017,july ,bad,360
2017,july ,bad,460
2017,july ,good,260
2017,july ,good,160
2017,august ,bad,1960
2017,august ,bad,2160
2017,august ,good,1160
2017,august ,good,860
2017,september,good,260
2017,september,good,360
2017,september,bad,860
2017,september,bad,960
2017,october ,good,60
2017,october ,good,160
2017,october ,bad,360
2017,october ,bad,460
2017,november,bad,860
2017,november,bad,960
2017,november,good,260
2017,november,good,360
2017,december,bad,360
2017,december,bad,460
2017,december,good,60
2017,december,good,160
2017,january,good,60
2017,january,good,60
2017,january,bad,360
2017,january,bad,360
2017,february,bad,560
2017,february,bad,660
2017,february,good,60
2017,february,good,60
2017,march,good,160
2017,march,good,60
2017,march,bad,960
2017,march,bad,960
2017,april ,bad,6360
2017,april ,bad,6960
2017,april ,good,1960
2017,april ,good,960
2017,may,bad,2960
2017,may,bad,2760
2017,may,good,760
2017,may,good,860
2017,june ,bad,1360
2017,june ,bad,1560
2017,june ,good,260
2017,june ,good,160
2017,july ,bad,760
2017,july ,bad,960
2017,july ,good,60
2017,july ,good,60
2017,august ,bad,2360
2017,august ,bad,2960
2017,august ,good,460
2017,august ,good,260
2017,september,good,160
2017,september,good,160
2017,september,bad,960
2017,september,bad,1160
2017,october ,good,160
2017,october ,good,60
2017,october ,bad,760
2017,october ,bad,660
2017,november,bad,960
2017,november,bad,1560
2017,november,good,160
2017,november,good,160
2017,december,bad,560
2017,december,bad,760
2017,december,good,60
2017,december,good,60
2017,january,good,60
2017,february,bad,460
2017,march,good,360
2017,april ,bad,5560
2017,may,good,860
2017,june ,bad,960
2017,july ,good,160
2017,august ,bad,1960
2017,september,good,360
2017,october ,bad,360
2017,november,good,260
2017,december,bad,360
2017,january,good,60
2017,january,good,60
2017,january,good,60
2017,january,good,160
2017,january,good,160
2017,january,good,160
2017,february,good,160
2017,february,good,160
2017,february,good,160
2017,february,good,260
2017,february,good,260
2017,february,good,260
2017,march,good,360
2017,march,good,360
2017,march,good,360
2017,march,good,360
2017,march,good,460
2017,march,good,460
2017,april ,good,2960
2017,april ,good,3190
2017,april ,good,2960
2017,april ,good,3360
2017,april ,good,2960
2017,april ,good,2760
2017,may,good,960
2017,may,good,960
2017,may,good,960
2017,may,good,760
2017,may,good,860
2017,may,good,760
2017,june ,good,460
2017,june ,good,460
2017,june ,good,460
2017,june ,good,360
2017,june ,good,360
2017,june ,good,360
2017,july ,good,160
2017,july ,good,160
2017,july ,good,160
2017,july ,good,160
2017,july ,good,160
2017,july ,good,60
2017,august ,good,960
2017,august ,good,960
2017,august ,good,860
2017,august ,good,860
2017,august ,good,760
2017,august ,good,760
2017,september,good,360
2017,september,good,360
2017,september,good,360
2017,september,good,360
2017,september,good,260
2017,september,good,260
2017,october ,good,160
2017,october ,good,160
2017,october ,good,160
2017,october ,good,160
2017,october ,good,160
2017,october ,good,60
2017,november,good,360
2017,november,good,360
2017,november,good,360
2017,november,good,360
2017,november,good,260
2017,november,good,260
2017,december,good,160
2017,december,good,160
2017,december,good,160
2017,december,good,60
2017,december,good,60
2017,december,good,60
2017,january,bad,160
2017,january,bad,160
2017,january,bad,160
2017,january,bad,160
2017,january,bad,260
2017,january,bad,260
2017,february,bad,360
2017,february,bad,360
2017,february,bad,360
2017,february,bad,360
2017,february,bad,460
2017,february,bad,460
2017,march,bad,760
2017,march,bad,760
2017,march,bad,760
2017,march,bad,860
2017,march,bad,860
2017,march,bad,860
2017,april ,bad,6160
2017,april ,bad,5760
2017,april ,bad,6160
2017,april ,bad,6260
2017,april ,bad,6260
2017,april ,bad,6460
2017,may,bad,1960
2017,may,bad,2060
2017,may,bad,2160
2017,may,bad,2210
2017,may,bad,1860
2017,may,bad,1960
2017,june ,bad,960
2017,june ,bad,1160
2017,june ,bad,960
2017,june ,bad,1160
2017,june ,bad,960
2017,june ,bad,1160
2017,july ,bad,360
2017,july ,bad,360
2017,july ,bad,460
2017,july ,bad,460
2017,july ,bad,360
2017,july ,bad,460
2017,august ,bad,1960
2017,august ,bad,1960
2017,august ,bad,2160
2017,august ,bad,1860
2017,august ,bad,2060
2017,august ,bad,1760
2017,september,bad,760
2017,september,bad,760
2017,september,bad,860
2017,september,bad,960
2017,september,bad,860
2017,september,bad,960
2017,october ,bad,360
2017,october ,bad,360
2017,october ,bad,360
2017,october ,bad,360
2017,october ,bad,360
2017,october ,bad,460
2017,november,bad,760
2017,november,bad,760
2017,november,bad,760
2017,november,bad,760
2017,november,bad,760
2017,november,bad,760
2017,december,bad,360
2017,december,bad,360
2017,december,bad,360
2017,december,bad,460
2017,december,bad,460
2017,december,bad,460
2017,january,bad,160
2017,february,bad,360
2017,march,bad,760
2017,april ,bad,5960
2017,may,bad,1960
2017,june ,bad,960
2017,july ,bad,360
2017,august ,bad,1960
2017,september,bad,760
2017,october ,bad,360
2017,november,bad,760
2017,december,bad,360
2017,january,good,60
2017,april ,bad,6960
2017,april ,bad,6960
2017,december,bad,510
2017,april ,bad,5760
2017,april ,bad,6160
2017,april ,bad,6260
2017,april ,bad,6460
2017,april ,bad,6560
2017,april ,bad,6560
2017,august ,good,1560
2017,june ,bad,2210
2017,april ,bad,6560
2018,january,good,130
2018,february,good,230
2018,march,good,430
2018,april ,good,3030
2018,may,good,1030
2018,june ,good,530
2018,july ,good,230
2018,august ,good,1030
2018,september,good,430
2018,october ,good,230
2018,november,good,430
2018,december,good,230
2018,january,bad,230
2018,february,bad,430
2018,march,bad,830
2018,april ,bad,6350
2018,may,bad,2030
2018,june ,bad,1030
2018,july ,bad,430
2018,august ,bad,2030
2018,september,bad,830
2018,october ,bad,430
2018,november,bad,830
2018,december,bad,430
2018,january,good,230
2018,january,bad,330
2018,january,good,130
2018,february,good,230
2018,february,bad,430
2018,february,good,230
2018,february,bad,530
2018,january,bad,230
2018,march,good,330
2018,march,good,330
2018,march,bad,830
2018,march,bad,930
2018,april ,bad,6230
2018,april ,bad,6430
2018,april ,good,2830
2018,april ,good,2630
2018,may,bad,2230
2018,may,bad,2430
2018,may,good,830
2018,may,good,630
2018,june ,bad,1030
2018,june ,bad,1030
2018,june ,good,530
2018,june ,good,630
2018,july ,bad,430
2018,july ,bad,530
2018,july ,good,330
2018,july ,good,230
2018,august ,bad,2230
2018,august ,bad,2230
2018,august ,good,1030
2018,august ,good,930
2018,september,good,330
2018,september,good,430
2018,september,bad,930
2018,september,bad,1030
2018,october ,good,130
2018,october ,good,230
2018,october ,bad,430
2018,october ,bad,530
2018,november,bad,930
2018,november,bad,1030
2018,november,good,330
2018,november,good,430
2018,december,bad,430
2018,december,bad,530
2018,december,good,130
2018,december,good,230
2018,january,good,130
2018,january,good,130
2018,january,bad,430
2018,january,bad,430
2018,february,bad,630
2018,february,bad,730
2018,february,good,130
2018,february,good,130
2018,march,good,230
2018,march,good,130
2018,march,bad,1030
2018,march,bad,1030
2018,april ,bad,6430
2018,april ,bad,6430
2018,april ,good,2030
2018,april ,good,1030
2018,may,bad,3030
2018,may,bad,2830
2018,may,good,830
2018,may,good,930
2018,june ,bad,1030
2018,june ,bad,1630
2018,june ,good,330
2018,june ,good,230
2018,july ,bad,830
2018,july ,bad,1030
2018,july ,good,130
2018,july ,good,130
2018,august ,bad,2630
2018,august ,bad,3030
2018,august ,good,530
2018,august ,good,330
2018,september,good,230
2018,september,good,230
2018,september,bad,1030
2018,september,bad,1030
2018,october ,good,230
2018,october ,good,130
2018,october ,bad,830
2018,october ,bad,730
2018,november,bad,1030
2018,november,bad,1630
2018,november,good,230
2018,november,good,130
2018,december,bad,630
2018,december,bad,830
2018,december,good,230
2018,december,good,130
2018,january,good,130
2018,february,bad,530
2018,march,good,430
2018,april ,bad,5800
2018,may,good,930
2018,june ,bad,1030
2018,july ,good,230
2018,august ,bad,2230
2018,september,good,430
2018,october ,bad,430
2018,november,good,330
2018,december,bad,430
2018,january,good,130
2018,january,good,130
2018,january,good,130
2018,january,good,230
2018,january,good,230
2018,january,good,230
2018,february,good,230
2018,february,good,230
2018,february,good,230
2018,february,good,330
2018,february,good,330
2018,february,good,330
2018,march,good,430
2018,march,good,430
2018,march,good,430
2018,march,good,430
2018,march,good,530
2018,march,good,530
2018,april ,good,3030
2018,april ,good,3050
2018,april ,good,3030
2018,april ,good,3430
2018,april ,good,2830
2018,april ,good,2830
2018,may,good,1030
2018,may,good,1030
2018,may,good,1030
2018,may,good,830
2018,may,good,930
2018,may,good,830
2018,june ,good,530
2018,june ,good,530
2018,june ,good,530
2018,june ,good,430
2018,june ,good,430
2018,june ,good,430
2018,july ,good,230
2018,july ,good,230
2018,july ,good,230
2018,july ,good,230
2018,july ,good,230
2018,july ,good,130
2018,august ,good,1030
2018,august ,good,1030
2018,august ,good,930
2018,august ,good,930
2018,august ,good,830
2018,august ,good,830
2018,september,good,430
2018,september,good,430
2018,september,good,430
2018,september,good,430
2018,september,good,330
2018,september,good,330
2018,october ,good,230
2018,october ,good,230
2018,october ,good,230
2018,october ,good,230
2018,october ,good,230
2018,october ,good,130
2018,november,good,430
2018,november,good,430
2018,november,good,430
2018,november,good,430
2018,november,good,330
2018,november,good,330
2018,december,good,230
2018,december,good,230
2018,december,good,230
2018,december,good,130
2018,december,good,130
2018,december,good,130
2018,january,bad,230
2018,january,bad,230
2018,january,bad,230
2018,january,bad,230
2018,january,bad,330
2018,january,bad,330
2018,february,bad,430
2018,february,bad,430
2018,february,bad,430
2018,february,bad,430
2018,february,bad,530
2018,february,bad,530
2018,march,bad,830
2018,march,bad,830
2018,march,bad,830
2018,march,bad,930
2018,march,bad,930
2018,march,bad,930
2018,april ,bad,6230
2018,april ,bad,5830
2018,april ,bad,6230
2018,april ,bad,6230
2018,april ,bad,6430
2018,april ,bad,6630
2018,may,bad,2030
2018,may,bad,2030
2018,may,bad,2230
2018,may,bad,2230
2018,may,bad,1830
2018,may,bad,2030
2018,june ,bad,1030
2018,june ,bad,1230
2018,june ,bad,1030
2018,june ,bad,1230
2018,june ,bad,1430
2018,june ,bad,1230
2018,july ,bad,430
2018,july ,bad,430
2018,july ,bad,530
2018,july ,bad,530
2018,july ,bad,430
2018,july ,bad,530
2018,august ,bad,2030
2018,august ,bad,2030
2018,august ,bad,2230
2018,august ,bad,1830
2018,august ,bad,2230
2018,august ,bad,1830
2018,september,bad,830
2018,september,bad,830
2018,september,bad,930
2018,september,bad,1030
2018,september,bad,930
2018,september,bad,1030
2018,october ,bad,430
2018,october ,bad,430
2018,october ,bad,430
2018,october ,bad,430
2018,october ,bad,430
2018,october ,bad,530
2018,november,bad,830
2018,november,bad,830
2018,november,bad,830
2018,november,bad,830
2018,november,bad,830
2018,november,bad,830
2018,december,bad,430
2018,december,bad,430
2018,december,bad,430
2018,december,bad,530
2018,december,bad,530
2018,december,bad,530
2018,january,good,130
2018,february,good,230
2018,march,good,430
2018,april ,good,3030
2018,may,good,1030
2018,june ,good,530
2018,july ,good,230
2018,august ,good,1030
2018,september,good,430
2018,october ,good,230
2018,november,good,430
2018,december,good,230
2018,january,bad,230
2018,february,bad,430
2018,march,bad,830
2018,april ,bad,6350
2018,may,bad,2030
2018,june ,bad,1030
2018,july ,bad,430
2018,august ,bad,2030
2018,september,bad,830
2018,october ,bad,430
2018,november,bad,830
2018,december,bad,430
2018,january,good,230
2018,january,bad,330
2018,january,good,130
2018,february,good,130
2018,february,bad,430
2018,february,good,230
2018,february,bad,530
2018,january,bad,230
2018,march,good,330
2018,march,good,330
2018,march,bad,830
2018,march,bad,930
2018,april ,bad,6230
2018,april ,bad,6430
2018,april ,good,2830
2018,april ,good,2630
2018,may,bad,2230
2018,may,bad,2430
2018,may,good,830
2018,may,good,630
2018,june ,bad,1030
2018,june ,bad,1030
2018,june ,good,580
2018,june ,good,630
2018,july ,bad,430
2018,july ,bad,530
2018,july ,good,330
2018,july ,good,230
2018,august ,bad,2030
2018,august ,bad,2230
2018,august ,good,1230
2018,august ,good,930
2018,september,good,330
2018,september,good,430
2018,september,bad,930
2018,september,bad,1030
2018,october ,good,130
2018,october ,good,230
2018,october ,bad,430
2018,october ,bad,530
2018,november,bad,930
2018,november,bad,1030
2018,november,good,330
2018,november,good,430
2018,december,bad,430
2018,december,bad,530
2018,december,good,130
2018,december,good,230
2018,january,good,130
2018,january,good,130
2018,january,bad,430
2018,january,bad,430
2018,february,bad,630
2018,february,bad,730
2018,february,good,130
2018,february,good,130
2018,march,good,230
2018,march,good,130
2018,march,bad,1030
2018,march,bad,1030
2018,april ,bad,6430
2018,april ,bad,7030
2018,april ,good,2030
2018,april ,good,1030
2018,may,bad,3030
2018,may,bad,2830
2018,may,good,830
2018,may,good,930
2018,june ,bad,1430
2018,june ,bad,1630
2018,june ,good,330
2018,june ,good,230
2018,july ,bad,830
2018,july ,bad,1030
2018,july ,good,130
2018,july ,good,130
2018,august ,bad,2430
2018,august ,bad,3030
2018,august ,good,530
2018,august ,good,330
2018,september,good,230
2018,september,good,230
2018,september,bad,1030
2018,september,bad,1230
2018,october ,good,230
2018,october ,good,130
2018,october ,bad,830
2018,october ,bad,730
2018,november,bad,1030
2018,november,bad,1630
2018,november,good,230
2018,november,good,230
2018,december,bad,630
2018,december,bad,830
2018,december,good,130
2018,december,good,130
2018,january,good,130
2018,february,bad,530
2018,march,good,430
2018,april ,bad,5800
2018,may,good,930
2018,june ,bad,1030
2018,july ,good,230
2018,august ,bad,2030
2018,september,good,430
2018,october ,bad,430
2018,november,good,330
2018,december,bad,430
2018,january,good,130
2018,january,good,130
2018,january,good,130
2018,january,good,230
2018,january,good,230
2018,january,good,230
2018,february,good,230
2018,february,good,230
2018,february,good,230
2018,february,good,330
2018,february,good,330
2018,february,good,330
2018,march,good,430
2018,march,good,430
2018,march,good,430
2018,march,good,430
2018,march,good,530
2018,march,good,530
2018,april ,good,3030
2018,april ,good,3050
2018,april ,good,3030
2018,april ,good,3430
2018,april ,good,3030
2018,april ,good,2830
2018,may,good,1030
2018,may,good,1030
2018,may,good,1030
2018,may,good,830
2018,may,good,930
2018,may,good,830
2018,june ,good,530
2018,june ,good,530
2018,june ,good,530
2018,june ,good,430
2018,june ,good,430
2018,june ,good,430
2018,july ,good,230
2018,july ,good,230
2018,july ,good,230
2018,july ,good,230
2018,july ,good,230
2018,july ,good,130
2018,august ,good,1030
2018,august ,good,1030
2018,august ,good,930
2018,august ,good,930
2018,august ,good,830
2018,august ,good,830
2018,september,good,430
2018,september,good,430
2018,september,good,430
2018,september,good,430
2018,september,good,330
2018,september,good,330
2018,october ,good,230
2018,october ,good,230
2018,october ,good,230
2018,october ,good,230
2018,october ,good,230
2018,october ,good,130
2018,november,good,430
2018,november,good,430
2018,november,good,430
2018,november,good,430
2018,november,good,330
2018,november,good,330
2018,december,good,230
2018,december,good,230
2018,december,good,230
2018,december,good,130
2018,december,good,130
2018,december,good,130
2018,january,bad,230
2018,january,bad,230
2018,january,bad,230
2018,january,bad,230
2018,january,bad,330
2018,january,bad,330
2018,february,bad,430
2018,february,bad,430
2018,february,bad,430
2018,february,bad,430
2018,february,bad,530
2018,february,bad,530
2018,march,bad,830
2018,march,bad,830
2018,march,bad,830
2018,march,bad,930
2018,march,bad,930
2018,march,bad,930
2018,april ,bad,6230
2018,april ,bad,5830
2018,april ,bad,6230
2018,april ,bad,6330
2018,april ,bad,6330
2018,april ,bad,6530
2018,may,bad,2030
2018,may,bad,2210
2018,may,bad,2230
2018,may,bad,2330
2018,may,bad,1990
2018,may,bad,2030
2018,june ,bad,1030
2018,june ,bad,1230
2018,june ,bad,1030
2018,june ,bad,1230
2018,june ,bad,1030
2018,june ,bad,1230
2018,july ,bad,430
2018,july ,bad,430
2018,july ,bad,530
2018,july ,bad,530
2018,july ,bad,430
2018,july ,bad,530
2018,august ,bad,2030
2018,august ,bad,2030
2018,august ,bad,2230
2018,august ,bad,1990
2018,august ,bad,2210
2018,august ,bad,1830
2018,september,bad,830
2018,september,bad,830
2018,september,bad,930
2018,september,bad,1030
2018,september,bad,930
2018,september,bad,1030
2018,october ,bad,430
2018,october ,bad,430
2018,october ,bad,430
2018,october ,bad,430
2018,october ,bad,430
2018,october ,bad,530
2018,november,bad,830
2018,november,bad,830
2018,november,bad,830
2018,november,bad,830
2018,november,bad,830
2018,november,bad,830
2018,december,bad,430
2018,december,bad,430
2018,december,bad,430
2018,december,bad,530
2018,december,bad,530
2018,december,bad,530
2018,january,bad,230
2018,february,bad,430
2018,march,bad,830
2018,april ,bad,6350
2018,may,bad,2030
2018,june ,bad,1030
2018,july ,bad,430
2018,august ,bad,2030
2018,september,bad,830
2018,october ,bad,430
2018,november,bad,830
2018,december,bad,430
2018,january,good,130
2018,april ,bad,7030
2018,april ,bad,7030
2018,december,bad,580
2018,april ,bad,5830
2018,april ,bad,6230
2018,april ,bad,6330
2018,april ,bad,6530
2018,april ,bad,6630
2018,april ,bad,6630
2018,august ,good,1630
2018,june ,bad,2330
2018,april ,bad,6630
2019,january,good,50
2019,february,good,150
2019,march,good,350
2019,april ,good,2950
2019,may,good,950
2019,june ,good,450
2019,july ,good,150
2019,august ,good,950
2019,september,good,350
2019,october ,good,150
2019,november,good,350
2019,december,good,150
2019,january,bad,150
2019,february,bad,350
2019,march,bad,750
2019,april ,bad,5950
2019,may,bad,1950
2019,june ,bad,950
2019,july ,bad,350
2019,august ,bad,1950
2019,september,bad,750
2019,october ,bad,350
2019,november,bad,750
2019,december,bad,350
2019,january,good,150
2019,january,bad,250
2019,january,good,50
2019,february,good,150
2019,february,bad,350
2019,february,good,150
2019,february,bad,450
2019,january,bad,150
2019,march,good,250
2019,march,good,250
2019,march,bad,750
2019,march,bad,850
2019,april ,bad,6150
2019,april ,bad,6350
2019,april ,good,2750
2019,april ,good,2550
2019,may,bad,2150
2019,may,bad,2350
2019,may,good,750
2019,may,good,550
2019,june ,bad,950
2019,june ,bad,950
2019,june ,good,450
2019,june ,good,550
2019,july ,bad,350
2019,july ,bad,450
2019,july ,good,250
2019,july ,good,150
2019,august ,bad,2150
2019,august ,bad,2150
2019,august ,good,950
2019,august ,good,850
2019,september,good,250
2019,september,good,350
2019,september,bad,850
2019,september,bad,950
2019,october ,good,50
2019,october ,good,150
2019,october ,bad,350
2019,october ,bad,450
2019,november,bad,850
2019,november,bad,950
2019,november,good,250
2019,november,good,350
2019,december,bad,350
2019,december,bad,450
2019,december,good,50
2019,december,good,150
2019,january,good,50
2019,january,good,50
2019,january,bad,350
2019,january,bad,350
2019,february,bad,550
2019,february,bad,650
2019,february,good,50
2019,february,good,50
2019,march,good,150
2019,march,good,50
2019,march,bad,950
2019,march,bad,950
2019,april ,bad,6350
2019,april ,bad,6350
2019,april ,good,1950
2019,april ,good,950
2019,may,bad,2950
2019,may,bad,2750
2019,may,good,750
2019,may,good,850
2019,june ,bad,950
2019,june ,bad,1550
2019,june ,good,250
2019,june ,good,150
2019,july ,bad,750
2019,july ,bad,950
2019,july ,good,50
2019,july ,good,50
2019,august ,bad,2550
2019,august ,bad,2950
2019,august ,good,450
2019,august ,good,250
2019,september,good,150
2019,september,good,150
2019,september,bad,950
2019,september,bad,950
2019,october ,good,150
2019,october ,good,50
2019,october ,bad,750
2019,october ,bad,650
2019,november,bad,950
2019,november,bad,1550
2019,november,good,150
2019,november,good,50
2019,december,bad,550
2019,december,bad,750
2019,december,good,150
2019,december,good,50
2019,january,good,50
2019,february,bad,450
2019,march,good,350
2019,april ,bad,5550
2019,may,good,850
2019,june ,bad,950
2019,july ,good,150
2019,august ,bad,2150
2019,september,good,350
2019,october ,bad,350
2019,november,good,250
2019,december,bad,350
2019,january,good,50
2019,january,good,50
2019,january,good,50
2019,january,good,150
2019,january,good,150
2019,january,good,150
2019,february,good,150
2019,february,good,150
2019,february,good,150
2019,february,good,250
2019,february,good,250
2019,february,good,250
2019,march,good,350
2019,march,good,350
2019,march,good,350
2019,march,good,350
2019,march,good,450
2019,march,good,450
2019,april ,good,2950
2019,april ,good,3150
2019,april ,good,2950
2019,april ,good,3350
2019,april ,good,2750
2019,april ,good,2750
2019,may,good,950
2019,may,good,950
2019,may,good,950
2019,may,good,750
2019,may,good,850
2019,may,good,750
2019,june ,good,450
2019,june ,good,450
2019,june ,good,450
2019,june ,good,350
2019,june ,good,350
2019,june ,good,350
2019,july ,good,150
2019,july ,good,150
2019,july ,good,150
2019,july ,good,150
2019,july ,good,150
2019,july ,good,50
2019,august ,good,950
2019,august ,good,950
2019,august ,good,850
2019,august ,good,850
2019,august ,good,750
2019,august ,good,750
2019,september,good,350
2019,september,good,350
2019,september,good,350
2019,september,good,350
2019,september,good,250
2019,september,good,250
2019,october ,good,150
2019,october ,good,150
2019,october ,good,150
2019,october ,good,150
2019,october ,good,150
2019,october ,good,50
2019,november,good,350
2019,november,good,350
2019,november,good,350
2019,november,good,350
2019,november,good,250
2019,november,good,250
2019,december,good,150
2019,december,good,150
2019,december,good,150
2019,december,good,50
2019,december,good,50
2019,december,good,50
2019,january,bad,150
2019,january,bad,150
2019,january,bad,150
2019,january,bad,150
2019,january,bad,250
2019,january,bad,250
2019,february,bad,350
2019,february,bad,350
2019,february,bad,350
2019,february,bad,350
2019,february,bad,450
2019,february,bad,450
2019,march,bad,750
2019,march,bad,750
2019,march,bad,750
2019,march,bad,850
2019,march,bad,850
2019,march,bad,850
2019,april ,bad,6150
2019,april ,bad,5750
2019,april ,bad,6150
2019,april ,bad,6150
2019,april ,bad,6350
2019,april ,bad,6550
2019,may,bad,1950
2019,may,bad,1950
2019,may,bad,2150
2019,may,bad,2150
2019,may,bad,1750
2019,may,bad,1950
2019,june ,bad,950
2019,june ,bad,1150
2019,june ,bad,950
2019,june ,bad,1150
2019,june ,bad,1220
2019,june ,bad,1150
2019,july ,bad,350
2019,july ,bad,350
2019,july ,bad,450
2019,july ,bad,450
2019,july ,bad,350
2019,july ,bad,450
2019,august ,bad,1950
2019,august ,bad,1950
2019,august ,bad,2150
2019,august ,bad,1750
2019,august ,bad,2150
2019,august ,bad,1750
2019,september,bad,750
2019,september,bad,750
2019,september,bad,850
2019,september,bad,950
2019,september,bad,850
2019,september,bad,950
2019,october ,bad,350
2019,october ,bad,350
2019,october ,bad,350
2019,october ,bad,350
2019,october ,bad,350
2019,october ,bad,450
2019,november,bad,750
2019,november,bad,750
2019,november,bad,750
2019,november,bad,750
2019,november,bad,750
2019,november,bad,750
2019,december,bad,350
2019,december,bad,350
2019,december,bad,350
2019,december,bad,450
2019,december,bad,450
2019,december,bad,450
2019,january,good,50
2019,february,good,150
2019,march,good,350
2019,april ,good,2950
2019,may,good,950
2019,june ,good,450
2019,july ,good,150
2019,august ,good,950
2019,september,good,350
2019,october ,good,150
2019,november,good,350
2019,december,good,150
2019,january,bad,150
2019,february,bad,350
2019,march,bad,750
